table,name,key,title,description,comments,example,type,format,unique,required,minimum,maximum,namespace,dcterms:isVersionOf,dcterms:references,rdfs:comment,status,new,ignore
media-assertion,assertionBy,,Assertion By,A list (concatenated and separated) of names of dcterms:Agents responsible for making a dwc:Assertion.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,string,default,,,,,dwc,,,,recommended,true,false
media-assertion,assertionByID,fk,Assertion By ID,An identifier for a dcterms:Agent responsible for making a dwc:Assertion.,Recommended best practice is to use a globally unique identifier.,,string,default,false,false,,,dwciri,,,,recommended,true,false
media-assertion,assertionProtocols,,Assertion Protocols,"Names of, references to, or descriptions of dwc:Protocols used in making a dwc:Assertion.",,,string,default,,,,,dwc,,,,recommended,true,false
media-assertion,assertionProtocolID,fk,Assertion Protocol ID,An identifier for a dwc:Protocol used to make a dwc:Assertion.,,,string,default,false,false,,,dwciri,,,,recommended,true,false
media-assertion,assertionReferences,,Assertion References,A list (concatenated and separated) of dcterms:BibliographicResources associated with a dwc:Assertion.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,string,default,,,,,dwc,,,,recommended,true,false
media-assertion,assertionRemarks,,Assertion Remarks,Comments or notes about a dwc:Assertion.,,,string,default,,,,,dwc,,,,recommended,true,false
media-identifier,mediaID,fk,Media ID,An identifier for a dwc:Media resource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
media-identifier,identifier,,Identifier,An unambiguous reference to a resource within a given context.,Recommended best practice is to identify a resource by means of a string conforming to a formal identification system.,,string,default,false,true,,,skos,http://www.w3.org/2004/02/skos/core#notation,https://www.w3.org/TR/2009/REC-skos-reference-20090818/#notation,"A notation is a string of characters such as ""T58.5"" or ""303.4833"" used to uniquely identify a concept within the scope of a given concept scheme.",recommended,false,true
media-identifier,identifierType,,Identifier Type,A category or system that best matches the nature of an identifier (skos:notation).,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/type,,The nature or genre of the resource.,recommended,false,true
media-identifier,identifierTypeIRI,,Identifier Type IRI,An IRI of a controlled vocabulary value for a type of identifier.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dcterms,http://purl.org/dc/terms/type,,The nature or genre of the resource.,recommended,false,true
media-identifier,identifierTypeSource,,Identifier Type Source,A reference to a controlled vocabulary in which the definition of a value in dwc:identifierType is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
media-identifier,identifierLanguage,,Identifier Language,A language in which an identifier is presented.,Recommended best practice is to use an ISO639-2 three-letter language code.,,string,default,,,,,dcterms,http://purl.org/dc/terms/language,,A language of the resource.,recommended,false,true
media-provenance,provenanceID,fk,Provenance ID,An identifier for a dwc:Provenance.,,,string,default,false,true,,,dwc,,,,recommended,true,true
media-provenance,mediaID,fk,Media ID,An identifier for a dwc:Media resource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
media-usage-policy,usagePolicyID,fk,Usage Policy ID,An identifier for a dwc:UsagePolicy.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
media-usage-policy,mediaID,fk,Media ID,An identifier for a dwc:Media resource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
molecular-protocol,molecularProtocolID,pk,Molecular Protocol ID,An identifier for a dwc:MolecularProtocol.,Recommended best practice is to use a globally unique identifier.,,string,default,true,true,,,dwc,,,,recommended,true,false
molecular-protocol,assayType,,Assay Type,A method used in the study to detect taxon/taxa of interest in the sample.,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,dwc,,,,recommended,true,false
molecular-protocol,samp_name,,samp_name,"Sample Name is a name that you choose for the sample. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. Every Sample Name from a single Submitter must be unique.",,,string,default,,,,,mixs,https://w3id.org/mixs/0001107,,"Sample Name is a name that you choose for the sample. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. Every Sample Name from a single Submitter must be unique.",recommended,false,true
molecular-protocol,project_name,,project_name,Name of the project within which the sequencing was organized.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000092,,Name of the project within which the sequencing was organized.,recommended,false,true
molecular-protocol,experimental_factor,,experimental_factor,"Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.95) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000008,,"Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.95) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.",recommended,false,true
molecular-protocol,samp_taxon_id,,samp_taxon_id,"NCBI taxon id of the sample. Maybe be a single taxon or mixed taxa sample. Use ""synthetic metagenome"" for mock community/positive controls, or ""blank sample"" for negative controls.",,,string,default,,,,,mixs,https://w3id.org/mixs/0001320,,"NCBI taxon id of the sample. Maybe be a single taxon or mixed taxa sample. Use ""synthetic metagenome"" for mock community/positive controls, or ""blank sample"" for negative controls.",recommended,false,true
molecular-protocol,neg_cont_type,,neg_cont_type,The substance or equipment used as a negative control in an investigation.,,,string,default,,,,,mixs,https://w3id.org/mixs/0001321,,The substance or equipment used as a negative control in an investigation.,recommended,false,true
molecular-protocol,pos_cont_type,,pos_cont_type,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive.",,,string,default,,,,,mixs,https://w3id.org/mixs/0001322,,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive.",recommended,false,true
molecular-protocol,env_broad_scale,,env_broad_scale,"In this field, report which major environmental system your sample or specimen came from. The systems identified should have a coarse spatial grain, to provide the general environmental context of where the sampling was done (e.g. were you in the desert or a rainforest?). We recommend using subclasses of ENVO’s biome class: http://purl.obolibrary.org/obo/ENVO_00000428. Format (one term): termLabel [termID], Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a water sample from the photic zone in middle of the Atlantic Ocean, consider: oceanic epipelagic zone biome [ENVO:01000033]. Example: Annotating a sample from the Amazon rainforest consider: tropical moist broadleaf forest biome [ENVO:01000228]. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000012,,"In this field, report which major environmental system your sample or specimen came from. The systems identified should have a coarse spatial grain, to provide the general environmental context of where the sampling was done (e.g. were you in the desert or a rainforest?). We recommend using subclasses of ENVO’s biome class: http://purl.obolibrary.org/obo/ENVO_00000428. Format (one term): termLabel [termID], Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a water sample from the photic zone in middle of the Atlantic Ocean, consider: oceanic epipelagic zone biome [ENVO:01000033]. Example: Annotating a sample from the Amazon rainforest consider: tropical moist broadleaf forest biome [ENVO:01000228]. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html.",recommended,false,true
molecular-protocol,env_local_scale,,env_local_scale,"In this field, report the entity or entities which are in your sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. Please use terms that are present in ENVO and which are of smaller spatial grain than your entry for env_broad_scale. Format (one term): termLabel [termID]; Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a pooled sample taken from various vegetation layers in a forest consider: canopy [ENVO:00000047]|herb and fern layer [ENVO:01000337]|litter layer [ENVO:01000338]|understory [01000335]|shrub layer [ENVO:01000336]. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000013,,"In this field, report the entity or entities which are in your sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. Please use terms that are present in ENVO and which are of smaller spatial grain than your entry for env_broad_scale. Format (one term): termLabel [termID]; Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a pooled sample taken from various vegetation layers in a forest consider: canopy [ENVO:00000047]|herb and fern layer [ENVO:01000337]|litter layer [ENVO:01000338]|understory [01000335]|shrub layer [ENVO:01000336]. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html.",recommended,false,true
molecular-protocol,env_medium,,env_medium,"In this field, report which environmental material or materials (pipe separated) immediately surrounded your sample or specimen prior to sampling, using one or more subclasses of ENVO’s environmental material class: http://purl.obolibrary.org/obo/ENVO_00010483. Format (one term): termLabel [termID]; Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a fish swimming in the upper 100 m of the Atlantic Ocean, consider: ocean water [ENVO:00002151]. Example: Annotating a duck on a pond consider: pond water [ENVO:00002228]|air ENVO_00002005. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000014,,"In this field, report which environmental material or materials (pipe separated) immediately surrounded your sample or specimen prior to sampling, using one or more subclasses of ENVO’s environmental material class: http://purl.obolibrary.org/obo/ENVO_00010483. Format (one term): termLabel [termID]; Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a fish swimming in the upper 100 m of the Atlantic Ocean, consider: ocean water [ENVO:00002151]. Example: Annotating a duck on a pond consider: pond water [ENVO:00002228]|air ENVO_00002005. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html.",recommended,false,true
molecular-protocol,subspecf_gen_lin,,subspecf_gen_lin,"This should provide further information about the genetic distinctness of the sequenced organism by recording additional information e.g. serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. It can also contain alternative taxonomic information. It should contain both the lineage name, and the lineage rank, i.e. biovar:abc123.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000020,,"This should provide further information about the genetic distinctness of the sequenced organism by recording additional information e.g. serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. It can also contain alternative taxonomic information. It should contain both the lineage name, and the lineage rank, i.e. biovar:abc123.",recommended,false,true
molecular-protocol,ploidy,,ploidy,"The ploidy level of the genome (e.g. allopolyploid, haploid, diploid, triploid, tetraploid). It has implications for the downstream study of duplicated gene and regions of the genomes (and perhaps for difficulties in assembly). For terms, please select terms listed under class ploidy (PATO:001374) of Phenotypic Quality Ontology (PATO), and for a browser of PATO (v 2018-03-27) please refer to http://purl.bioontology.org/ontology/PATO.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000021,,"The ploidy level of the genome (e.g. allopolyploid, haploid, diploid, triploid, tetraploid). It has implications for the downstream study of duplicated gene and regions of the genomes (and perhaps for difficulties in assembly). For terms, please select terms listed under class ploidy (PATO:001374) of Phenotypic Quality Ontology (PATO), and for a browser of PATO (v 2018-03-27) please refer to http://purl.bioontology.org/ontology/PATO.",recommended,false,true
molecular-protocol,num_replicons,,num_replicons,"Reports the number of replicons in a nuclear genome of eukaryotes, in the genome of a bacterium or archaea or the number of segments in a segmented virus. Always applied to the haploid chromosome count of a eukaryote.",,,integer,default,,,,,mixs,https://w3id.org/mixs/0000022,,"Reports the number of replicons in a nuclear genome of eukaryotes, in the genome of a bacterium or archaea or the number of segments in a segmented virus. Always applied to the haploid chromosome count of a eukaryote.",recommended,false,true
molecular-protocol,extrachrom_elements,,extrachrom_elements,Do plasmids exist of significant phenotypic consequence (e.g. ones that determine virulence or antibiotic resistance). Megaplasmids? Other plasmids (borrelia has 15+ plasmids).,,,string,default,,,,,mixs,https://w3id.org/mixs/0000023,,Do plasmids exist of significant phenotypic consequence (e.g. ones that determine virulence or antibiotic resistance). Megaplasmids? Other plasmids (borrelia has 15+ plasmids).,recommended,false,true
molecular-protocol,estimated_size,,estimated_size,The estimated size of the genome prior to sequencing. Of particular importance in the sequencing of (eukaryotic) genome which could remain in draft form for a long or unspecified period.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000024,,The estimated size of the genome prior to sequencing. Of particular importance in the sequencing of (eukaryotic) genome which could remain in draft form for a long or unspecified period.,recommended,false,true
molecular-protocol,ref_biomaterial,,ref_biomaterial,"Primary publication if isolated before genome publication; otherwise, primary genome report.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000025,,"Primary publication if isolated before genome publication; otherwise, primary genome report.",recommended,false,true
molecular-protocol,source_mat_id,fk,source_mat_id,"A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection may or may not share the same value as the source_mat_id field. For instance, the /specimen_voucher qualifier and source_mat_id may both contain ´UAM:Herps:14´ , referring to both the specimen voucher and sampled tissue with the same identifier. However, the /culture_collection qualifier may refer to a value from an initial culture (e.g. ATCC:11775) while source_mat_id would refer to an identifier from some derived culture from which the nucleic acids were extracted (e.g. xatc123 or ark:/2154/R2).",,,string,default,false,true,,,mixs,https://w3id.org/mixs/0000026,,"A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection may or may not share the same value as the source_mat_id field. For instance, the /specimen_voucher qualifier and source_mat_id may both contain ´UAM:Herps:14´ , referring to both the specimen voucher and sampled tissue with the same identifier. However, the /culture_collection qualifier may refer to a value from an initial culture (e.g. ATCC:11775) while source_mat_id would refer to an identifier from some derived culture from which the nucleic acids were extracted (e.g. xatc123 or ark:/2154/R2).",recommended,false,true
molecular-protocol,pathogenicity,,pathogenicity,To what is the entity pathogenic.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000027,,To what is the entity pathogenic.,recommended,false,true
molecular-protocol,biotic_relationship,,biotic_relationship,"Description of relationship(s) between the subject organism and other organism(s) it is associated with. E.g., parasite on species X; mutualist with species Y. The target organism is the subject of the relationship, and the other organism(s) is the object.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000028,,"Description of relationship(s) between the subject organism and other organism(s) it is associated with. E.g., parasite on species X; mutualist with species Y. The target organism is the subject of the relationship, and the other organism(s) is the object.",recommended,false,true
molecular-protocol,specific_host,,specific_host,"If there is a host involved, please provide its taxid (or environmental if not actually isolated from the dead or alive host - i.e. a pathogen could be isolated from a swipe of a bench etc) and report whether it is a laboratory or natural host).",,,string,default,,,,,mixs,https://w3id.org/mixs/0000029,,"If there is a host involved, please provide its taxid (or environmental if not actually isolated from the dead or alive host - i.e. a pathogen could be isolated from a swipe of a bench etc) and report whether it is a laboratory or natural host).",recommended,false,true
molecular-protocol,host_spec_range,,host_spec_range,The NCBI taxonomy identifier of the specific host if it is known.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000030,,The NCBI taxonomy identifier of the specific host if it is known.,recommended,false,true
molecular-protocol,host_disease_stat,,host_disease_stat,"List of diseases with which the host has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org, non-human host diseases are free text.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000031,,"List of diseases with which the host has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org, non-human host diseases are free text.",recommended,false,true
molecular-protocol,trophic_level,,trophic_level,Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph).,,,string,default,,,,,mixs,https://w3id.org/mixs/0000032,,Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph).,recommended,false,true
molecular-protocol,propagation,,propagation,"This field is specific to different taxa. For phages: lytic/lysogenic, for plasmids: incompatibility group, for eukaryotes: sexual/asexual (Note: there is the strong opinion to name phage propagation obligately lytic or temperate, therefore we also give this choice.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000033,,"This field is specific to different taxa. For phages: lytic/lysogenic, for plasmids: incompatibility group, for eukaryotes: sexual/asexual (Note: there is the strong opinion to name phage propagation obligately lytic or temperate, therefore we also give this choice.",recommended,false,true
molecular-protocol,encoded_traits,,encoded_traits,"Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids, converting genes for phage.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000034,,"Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids, converting genes for phage.",recommended,false,true
molecular-protocol,rel_to_oxygen,,rel_to_oxygen,"Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000015,,"Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments.",recommended,false,true
molecular-protocol,isol_growth_condt,,isol_growth_condt,"Publication reference in the form of pubmed ID (pmid), digital object identifier (doi) or url for isolation and growth condition specifications of the organism/material.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000003,,"Publication reference in the form of pubmed ID (pmid), digital object identifier (doi) or url for isolation and growth condition specifications of the organism/material.",recommended,false,true
molecular-protocol,samp_collec_device,,samp_collec_device,The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).,,,string,default,,,,,mixs,https://w3id.org/mixs/0000002,,The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).,recommended,false,true
molecular-protocol,samp_collec_method,,samp_collec_method,The method employed for collecting the sample.,,,string,default,,,,,mixs,https://w3id.org/mixs/0001225,,The method employed for collecting the sample.,recommended,false,true
molecular-protocol,samp_mat_process,,samp_mat_process,"Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI, for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000016,,"Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI, for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.",recommended,false,true
molecular-protocol,size_frac,,size_frac,Filtering pore size used in sample preparation.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000017,,Filtering pore size used in sample preparation.,recommended,false,true
molecular-protocol,samp_size,,samp_size,"Amount or size of sample (volume, mass or area) that was collected.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000001,,"Amount or size of sample (volume, mass or area) that was collected.",recommended,false,true
molecular-protocol,samp_vol_we_dna_ext,,samp_vol_we_dna_ext,Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).,,,string,default,,,,,mixs,https://w3id.org/mixs/0000111,,Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).,recommended,false,true
molecular-protocol,source_uvig,,source_uvig,Type of dataset from which the UViG was obtained.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000035,,Type of dataset from which the UViG was obtained.,recommended,false,true
molecular-protocol,virus_enrich_appr,,virus_enrich_appr,"List of approaches used to enrich the sample for viruses, if any.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000036,,"List of approaches used to enrich the sample for viruses, if any.",recommended,false,true
molecular-protocol,nucl_acid_ext,,nucl_acid_ext,"A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the material separation to recover the nucleic acid fraction from a sample.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000037,,"A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the material separation to recover the nucleic acid fraction from a sample.",recommended,false,true
molecular-protocol,nucl_acid_amp,,nucl_acid_amp,"A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the enzymatic amplification (PCR, TMA, NASBA) of specific nucleic acids.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000038,,"A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the enzymatic amplification (PCR, TMA, NASBA) of specific nucleic acids.",recommended,false,true
molecular-protocol,lib_size,,lib_size,Total number of clones in the library prepared for the project.,,,integer,default,,,,,mixs,https://w3id.org/mixs/0000039,,Total number of clones in the library prepared for the project.,recommended,false,true
molecular-protocol,lib_reads_seqd,,lib_reads_seqd,Total number of clones sequenced from the library.,,,integer,default,,,,,mixs,https://w3id.org/mixs/0000040,,Total number of clones sequenced from the library.,recommended,false,true
molecular-protocol,lib_layout,,lib_layout,"Specify whether to expect single, paired, or other configuration of reads.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000041,,"Specify whether to expect single, paired, or other configuration of reads.",recommended,false,true
molecular-protocol,lib_vector,,lib_vector,Cloning vector type(s) used in construction of libraries.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000042,,Cloning vector type(s) used in construction of libraries.,recommended,false,true
molecular-protocol,lib_screen,,lib_screen,Specific enrichment or screening methods applied before and/or after creating libraries.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000043,,Specific enrichment or screening methods applied before and/or after creating libraries.,recommended,false,true
molecular-protocol,target_gene,,target_gene,Targeted gene or locus name for marker gene studies.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000044,,Targeted gene or locus name for marker gene studies.,recommended,false,true
molecular-protocol,target_subfragment,,target_subfragment,Name of subfragment of a gene or locus. Important to e.g. identify special regions on marker genes like V6 on 16S rRNA.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000045,,Name of subfragment of a gene or locus. Important to e.g. identify special regions on marker genes like V6 on 16S rRNA.,recommended,false,true
molecular-protocol,pcr_primers,,pcr_primers,"PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment. This field should contain all the primers used for a single PCR reaction if multiple forward or reverse primers are present in a single PCR reaction. The primer sequence should be reported in uppercase letters.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000046,,"PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment. This field should contain all the primers used for a single PCR reaction if multiple forward or reverse primers are present in a single PCR reaction. The primer sequence should be reported in uppercase letters.",recommended,false,true
molecular-protocol,mid,,mid,"Molecular barcodes, called Multiplex Identifiers (MIDs), that are used to specifically tag unique samples in a sequencing run. Sequence should be reported in uppercase letters.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000047,,"Molecular barcodes, called Multiplex Identifiers (MIDs), that are used to specifically tag unique samples in a sequencing run. Sequence should be reported in uppercase letters.",recommended,false,true
molecular-protocol,adapters,,adapters,Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000048,,Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters.,recommended,false,true
molecular-protocol,pcr_cond,,pcr_cond,Description of reaction conditions and components of PCR in the form of ´initial denaturation:94degC_1.5min; annealing=...´.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000049,,Description of reaction conditions and components of PCR in the form of ´initial denaturation:94degC_1.5min; annealing=...´.,recommended,false,true
molecular-protocol,seq_meth,,seq_meth,"Sequencing method used; e.g. Sanger, ABI-solid.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000050,,"Sequencing method used; e.g. Sanger, ABI-solid.",recommended,false,true
molecular-protocol,seq_quality_check,,seq_quality_check,"Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms). Applied only for sequences that are not submitted to SRA,ENA or DRA.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000051,,"Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms). Applied only for sequences that are not submitted to SRA,ENA or DRA.",recommended,false,true
molecular-protocol,chimera_check,,chimera_check,"A chimeric sequence, or chimera for short, is a sequence comprised of two or more phylogenetically distinct parent sequences. Chimeras are usually PCR artifacts thought to occur when a prematurely terminated amplicon reanneals to a foreign DNA strand and is copied to completion in the following PCR cycles. The point at which the chimeric sequence changes from one parent to the next is called the breakpoint or conversion point.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000052,,"A chimeric sequence, or chimera for short, is a sequence comprised of two or more phylogenetically distinct parent sequences. Chimeras are usually PCR artifacts thought to occur when a prematurely terminated amplicon reanneals to a foreign DNA strand and is copied to completion in the following PCR cycles. The point at which the chimeric sequence changes from one parent to the next is called the breakpoint or conversion point.",recommended,false,true
molecular-protocol,tax_ident,,tax_ident,The phylogenetic marker(s) used to assign an organism name to the SAG or MAG.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000053,,The phylogenetic marker(s) used to assign an organism name to the SAG or MAG.,recommended,false,true
molecular-protocol,assembly_qual,,assembly_qual,"The assembly quality category is based on sets of criteria outlined for each assembly quality category. For MISAG/MIMAG; Finished: Single, validated, contiguous sequence per replicon without gaps or ambiguities with a consensus error rate equivalent to Q50 or better. High Quality Draft:Multiple fragments where gaps span repetitive regions. Presence of the 23S, 16S and 5S rRNA genes and at least 18 tRNAs. Medium Quality Draft:Many fragments with little to no review of assembly other than reporting of standard assembly statistics. Low Quality Draft:Many fragments with little to no review of assembly other than reporting of standard assembly statistics. Assembly statistics include, but are not limited to total assembly size, number of contigs, contig N50/L50, and maximum contig length. For MIUVIG; Finished: Single, validated, contiguous sequence per replicon without gaps or ambiguities, with extensive manual review and editing to annotate putative gene functions and transcriptional units. High-quality draft genome: One or multiple fragments, totaling ≥ 90% of the expected genome or replicon sequence or predicted complete. Genome fragment(s): One or multiple fragments, totalling < 90% of the expected genome or replicon sequence, or for which no genome size could be estimated.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000056,,"The assembly quality category is based on sets of criteria outlined for each assembly quality category. For MISAG/MIMAG; Finished: Single, validated, contiguous sequence per replicon without gaps or ambiguities with a consensus error rate equivalent to Q50 or better. High Quality Draft:Multiple fragments where gaps span repetitive regions. Presence of the 23S, 16S and 5S rRNA genes and at least 18 tRNAs. Medium Quality Draft:Many fragments with little to no review of assembly other than reporting of standard assembly statistics. Low Quality Draft:Many fragments with little to no review of assembly other than reporting of standard assembly statistics. Assembly statistics include, but are not limited to total assembly size, number of contigs, contig N50/L50, and maximum contig length. For MIUVIG; Finished: Single, validated, contiguous sequence per replicon without gaps or ambiguities, with extensive manual review and editing to annotate putative gene functions and transcriptional units. High-quality draft genome: One or multiple fragments, totaling ≥ 90% of the expected genome or replicon sequence or predicted complete. Genome fragment(s): One or multiple fragments, totalling < 90% of the expected genome or replicon sequence, or for which no genome size could be estimated.",recommended,false,true
molecular-protocol,assembly_name,,assembly_name,Name/version of the assembly provided by the submitter that is used in the genome browsers and in the community.,,,string,default,,,,,mixs,https://w3id.org/mixs/0000057,,Name/version of the assembly provided by the submitter that is used in the genome browsers and in the community.,recommended,false,true
molecular-protocol,assembly_software,,assembly_software,"Tool(s) used for assembly, including version number and parameters.",,,string,default,,,,,mixs,https://w3id.org/mixs/0000058,,"Tool(s) used for assembly, including version number and parameters.",recommended,false,true
